Tag;FormatedTag;Group;Element;VR;Name
00400293;(0040,0293);0040;0293;SQ;Quantity Sequence
00400294;(0040,0294);0040;0294;DS;Quantity
00400295;(0040,0295);0040;0295;SQ;Measuring Units Sequence
00400296;(0040,0296);0040;0296;SQ;Billing Item Sequence
00400300;(0040,0300);0040;0300;US;Total Time of Fluoroscopy
00400301;(0040,0301);0040;0301;US;Total Number of Exposures
00400302;(0040,0302);0040;0302;US;Entrance Dose
00400303;(0040,0303);0040;0303;US;Exposed Area
00400306;(0040,0306);0040;0306;DS;Distance Source to Entrance
0040030E;(0040,030E);0040;030E;SQ;Exposure Dose Sequence
00400310;(0040,0310);0040;0310;ST;Comments on Radiation Dose
00400312;(0040,0312);0040;0312;DS;X-Ray Output
00400314;(0040,0314);0040;0314;DS;Half Value Layer
00400316;(0040,0316);0040;0316;DS;Organ Dose
00400318;(0040,0318);0040;0318;CS;Organ Exposed
00400320;(0040,0320);0040;0320;SQ;Billing Procedure Step Sequence
00400321;(0040,0321);0040;0321;SQ;Film Consumption Sequence
00400324;(0040,0324);0040;0324;SQ;Billing Supplies and Devices Sequence
00400340;(0040,0340);0040;0340;SQ;Performed Series Sequence
00400400;(0040,0400);0040;0400;LT;Comments on the Scheduled Procedure Step
00400440;(0040,0440);0040;0440;SQ;Protocol Context Sequence
00400441;(0040,0441);0040;0441;SQ;Content Item Modifier Sequence
00400500;(0040,0500);0040;0500;SQ;Scheduled Specimen Sequence
00400512;(0040,0512);0040;0512;LO;Container Identifier
00400513;(0040,0513);0040;0513;SQ;Issuer of the Container Identifier Sequence
00400515;(0040,0515);0040;0515;SQ;Alternate Container Identifier Sequence
00400518;(0040,0518);0040;0518;SQ;Container Type Code Sequence
0040051A;(0040,051A);0040;051A;LO;Container Description
00400520;(0040,0520);0040;0520;SQ;Container Component Sequence
00400551;(0040,0551);0040;0551;LO;Specimen Identifier
00400554;(0040,0554);0040;0554;UI;Specimen UID
00400555;(0040,0555);0040;0555;SQ;Acquisition Context Sequence
00400556;(0040,0556);0040;0556;ST;Acquisition Context Description
0040059A;(0040,059A);0040;059A;SQ;Specimen Type Code Sequence
00400560;(0040,0560);0040;0560;SQ;Specimen Description Sequence
00400562;(0040,0562);0040;0562;SQ;Issuer of the Specimen Identifier Sequence
00400600;(0040,0600);0040;0600;LO;Specimen Short Description
00400602;(0040,0602);0040;0602;UT;Specimen Detailed Description
00400610;(0040,0610);0040;0610;SQ;Specimen Preparation Sequence
00400612;(0040,0612);0040;0612;SQ;Specimen Preparation Step Content Item Sequence
00400620;(0040,0620);0040;0620;SQ;Specimen Localization Content Item Sequence
0040071A;(0040,071A);0040;071A;SQ;Image Center Point Coordinates Sequence
0040072A;(0040,072A);0040;072A;DS;X Offset in Slide Coordinate System
0040073A;(0040,073A);0040;073A;DS;Y Offset in Slide Coordinate System
0040074A;(0040,074A);0040;074A;DS;Z Offset in Slide Coordinate System
004008EA;(0040,08EA);0040;08EA;SQ;Measurement Units Code Sequence
00401001;(0040,1001);0040;1001;SH;Requested Procedure ID
00401002;(0040,1002);0040;1002;LO;Reason for the Requested Procedure
00401003;(0040,1003);0040;1003;SH;Requested Procedure Priority
00401004;(0040,1004);0040;1004;LO;Patient Transport Arrangements
00401005;(0040,1005);0040;1005;LO;Requested Procedure Location
00401008;(0040,1008);0040;1008;LO;Confidentiality Code
00401009;(0040,1009);0040;1009;SH;Reporting Priority
0040100A;(0040,100A);0040;100A;SQ;Reason for Requested Procedure Code Sequence
00401010;(0040,1010);0040;1010;PN;Names of Intended Recipients of Results
00401011;(0040,1011);0040;1011;SQ;Intended Recipients of Results Identification Sequence
00401012;(0040,1012);0040;1012;SQ;Reason For Performed Procedure Code Sequence
00401101;(0040,1101);0040;1101;SQ;Person Identification Code Sequence
00401102;(0040,1102);0040;1102;ST;Person's Address
00401103;(0040,1103);0040;1103;LO;Person's Telephone Numbers
00401104;(0040,1104);0040;1104;LT;Person's Telecom Information
00401400;(0040,1400);0040;1400;LT;Requested Procedure Comments
00402004;(0040,2004);0040;2004;DA;Issue Date of Imaging Service Request
00402005;(0040,2005);0040;2005;TM;Issue Time of Imaging Service Request
00402008;(0040,2008);0040;2008;PN;Order Entered By
00402009;(0040,2009);0040;2009;SH;Order Enterer's Location
00402010;(0040,2010);0040;2010;SH;Order Callback Phone Number
00402011;(0040,2011);0040;2011;LT;Order Callback Telecom Information
00402016;(0040,2016);0040;2016;LO;Placer Order Number / Imaging Service Request
00402017;(0040,2017);0040;2017;LO;Filler Order Number / Imaging Service Request
00402400;(0040,2400);0040;2400;LT;Imaging Service Request Comments
00403001;(0040,3001);0040;3001;LO;Confidentiality Constraint on Patient Data Description
00404005;(0040,4005);0040;4005;DT;Scheduled Procedure Step Start DateTime
00404007;(0040,4007);0040;4007;SQ;Performed Processing Applications Code Sequence
00404009;(0040,4009);0040;4009;SQ;Human Performer Code Sequence
00404010;(0040,4010);0040;4010;DT;Scheduled Procedure Step Modification DateTime
00404011;(0040,4011);0040;4011;DT;Expected Completion DateTime
00404018;(0040,4018);0040;4018;SQ;Scheduled Workitem Code Sequence
00404019;(0040,4019);0040;4019;SQ;Performed Workitem Code Sequence
00404020;(0040,4020);0040;4020;CS;Input Availability Flag
00404021;(0040,4021);0040;4021;SQ;Input Information Sequence
00404025;(0040,4025);0040;4025;SQ;Scheduled Station Name Code Sequence
00404026;(0040,4026);0040;4026;SQ;Scheduled Station Class Code Sequence
00404027;(0040,4027);0040;4027;SQ;Scheduled Station Geographic Location Code Sequence
00404028;(0040,4028);0040;4028;SQ;Performed Station Name Code Sequence
00404029;(0040,4029);0040;4029;SQ;Performed Station Class Code Sequence
00404030;(0040,4030);0040;4030;SQ;Performed Station Geographic Location Code Sequence
00404033;(0040,4033);0040;4033;SQ;Output Information Sequence
00404034;(0040,4034);0040;4034;SQ;Scheduled Human Performers Sequence
00404035;(0040,4035);0040;4035;SQ;Actual Human Performers Sequence
00404036;(0040,4036);0040;4036;LO;Human Performer's Organization
00404037;(0040,4037);0040;4037;PN;Human Performer's Name
00404040;(0040,4040);0040;4040;CS;Raw Data Handling
00404041;(0040,4041);0040;4041;CS;Input Readiness State
00404050;(0040,4050);0040;4050;DT;Performed Procedure Step Start DateTime
00404051;(0040,4051);0040;4051;DT;Performed Procedure Step End DateTime
00404052;(0040,4052);0040;4052;DT;Procedure Step Cancellation DateTime
00404070;(0040,4070);0040;4070;SQ;Output Destination Sequence
00404071;(0040,4071);0040;4071;SQ;DICOM Storage Sequence
00404072;(0040,4072);0040;4072;SQ;STOW-RS Storage Sequence
00404073;(0040,4073);0040;4073;UR;Storage URL
00404074;(0040,4074);0040;4074;SQ;XDS Storage Sequence
00408302;(0040,8302);0040;8302;DS;Entrance Dose in mGy
00409092;(0040,9092);0040;9092;SQ;Parametric Map Frame Type Sequence
00409094;(0040,9094);0040;9094;SQ;Referenced Image Real World Value Mapping Sequence
00409096;(0040,9096);0040;9096;SQ;Real World Value Mapping Sequence
00409098;(0040,9098);0040;9098;SQ;Pixel Value Mapping Code Sequence
00409210;(0040,9210);0040;9210;SH;LUT Label
00409211;(0040,9211);0040;9211;USorSS;Real World Value Last Value Mapped
00409212;(0040,9212);0040;9212;FD;Real World Value LUT Data
00409213;(0040,9213);0040;9213;FD;Double Float Real World Value Last Value Mapped
00409214;(0040,9214);0040;9214;FD;Double Float Real World Value First Value Mapped
00409216;(0040,9216);0040;9216;USorSS;Real World Value First Value Mapped
00409220;(0040,9220);0040;9220;SQ;Quantity Definition Sequence
00409224;(0040,9224);0040;9224;FD;Real World Value Intercept
00409225;(0040,9225);0040;9225;FD;Real World Value Slope
0040A010;(0040,A010);0040;A010;CS;Relationship Type
0040A027;(0040,A027);0040;A027;LO;Verifying Organization
0040A030;(0040,A030);0040;A030;DT;Verification DateTime
0040A032;(0040,A032);0040;A032;DT;Observation DateTime
0040A040;(0040,A040);0040;A040;CS;Value Type
0040A043;(0040,A043);0040;A043;SQ;Concept Name Code Sequence
0040A050;(0040,A050);0040;A050;CS;Continuity Of Content
0040A073;(0040,A073);0040;A073;SQ;Verifying Observer Sequence
0040A075;(0040,A075);0040;A075;PN;Verifying Observer Name
0040A078;(0040,A078);0040;A078;SQ;Author Observer Sequence
0040A07A;(0040,A07A);0040;A07A;SQ;Participant Sequence
0040A07C;(0040,A07C);0040;A07C;SQ;Custodial Organization Sequence
0040A080;(0040,A080);0040;A080;CS;Participation Type
0040A082;(0040,A082);0040;A082;DT;Participation DateTime
0040A084;(0040,A084);0040;A084;CS;Observer Type
0040A088;(0040,A088);0040;A088;SQ;Verifying Observer Identification Code Sequence
0040A0B0;(0040,A0B0);0040;A0B0;US;Referenced Waveform Channels
0040A120;(0040,A120);0040;A120;DT;DateTime
0040A121;(0040,A121);0040;A121;DA;Date
0040A122;(0040,A122);0040;A122;TM;Time
0040A123;(0040,A123);0040;A123;PN;Person Name
0040A124;(0040,A124);0040;A124;UI;UID
0040A130;(0040,A130);0040;A130;CS;Temporal Range Type
0040A132;(0040,A132);0040;A132;UL;Referenced Sample Positions
0040A136;(0040,A136);0040;A136;US;Referenced Frame Numbers
0040A138;(0040,A138);0040;A138;DS;Referenced Time Offsets
0040A13A;(0040,A13A);0040;A13A;DT;Referenced DateTime
0040A160;(0040,A160);0040;A160;UT;Text Value
0040A161;(0040,A161);0040;A161;FD;Floating Point Value
0040A162;(0040,A162);0040;A162;SL;Rational Numerator Value
0040A163;(0040,A163);0040;A163;UL;Rational Denominator Value
0040A168;(0040,A168);0040;A168;SQ;Concept Code Sequence
0040A170;(0040,A170);0040;A170;SQ;Purpose of Reference Code Sequence
0040A171;(0040,A171);0040;A171;UI;Observation UID
0040A180;(0040,A180);0040;A180;US;Annotation Group Number
0040A195;(0040,A195);0040;A195;SQ;Modifier Code Sequence
0040A300;(0040,A300);0040;A300;SQ;Measured Value Sequence
0040A301;(0040,A301);0040;A301;SQ;Numeric Value Qualifier Code Sequence
0040A30A;(0040,A30A);0040;A30A;DS;Numeric Value
0040A360;(0040,A360);0040;A360;SQ;Predecessor Documents Sequence
0040A370;(0040,A370);0040;A370;SQ;Referenced Request Sequence
0040A372;(0040,A372);0040;A372;SQ;Performed Procedure Code Sequence
0040A375;(0040,A375);0040;A375;SQ;Current Requested Procedure Evidence Sequence
0040A385;(0040,A385);0040;A385;SQ;Pertinent Other Evidence Sequence
0040A390;(0040,A390);0040;A390;SQ;HL7 Structured Document Reference Sequence
0040A491;(0040,A491);0040;A491;CS;Completion Flag
0040A492;(0040,A492);0040;A492;LO;Completion Flag Description
0040A493;(0040,A493);0040;A493;CS;Verification Flag
0040A494;(0040,A494);0040;A494;CS;Archive Requested
0040A496;(0040,A496);0040;A496;CS;Preliminary Flag
0040A504;(0040,A504);0040;A504;SQ;Content Template Sequence
0040A525;(0040,A525);0040;A525;SQ;Identical Documents Sequence
0040A730;(0040,A730);0040;A730;SQ;Content Sequence
0040B020;(0040,B020);0040;B020;SQ;Waveform Annotation Sequence
0040DB00;(0040,DB00);0040;DB00;CS;Template Identifier
0040DB73;(0040,DB73);0040;DB73;UL;Referenced Content Item Identifier
0040E001;(0040,E001);0040;E001;ST;HL7 Instance Identifier
0040E004;(0040,E004);0040;E004;DT;HL7 Document Effective Time
0040E006;(0040,E006);0040;E006;SQ;HL7 Document Type Code Sequence
0040E008;(0040,E008);0040;E008;SQ;Document Class Code Sequence
0040E010;(0040,E010);0040;E010;UR;Retrieve URI
0040E011;(0040,E011);0040;E011;UI;Retrieve Location UID
0040E020;(0040,E020);0040;E020;CS;Type of Instances
0040E021;(0040,E021);0040;E021;SQ;DICOM Retrieval Sequence
0040E022;(0040,E022);0040;E022;SQ;DICOM Media Retrieval Sequence
0040E023;(0040,E023);0040;E023;SQ;WADO Retrieval Sequence
0040E024;(0040,E024);0040;E024;SQ;XDS Retrieval Sequence
0040E025;(0040,E025);0040;E025;SQ;WADO-RS Retrieval Sequence
0040E030;(0040,E030);0040;E030;UI;Repository Unique ID
0040E031;(0040,E031);0040;E031;UI;Home Community ID
00420010;(0042,0010);0042;0010;ST;Document Title
00420011;(0042,0011);0042;0011;OB;Encapsulated Document
00420012;(0042,0012);0042;0012;LO;MIME Type of Encapsulated Document
00420013;(0042,0013);0042;0013;SQ;Source Instance Sequence
00420014;(0042,0014);0042;0014;LO;List of MIME Types
00440001;(0044,0001);0044;0001;ST;Product Package Identifier
00440002;(0044,0002);0044;0002;CS;Substance Administration Approval
00440003;(0044,0003);0044;0003;LT;Approval Status Further Description
00440004;(0044,0004);0044;0004;DT;Approval Status DateTime
00440007;(0044,0007);0044;0007;SQ;Product Type Code Sequence
00440008;(0044,0008);0044;0008;LO;Product Name
00440009;(0044,0009);0044;0009;LT;Product Description
0044000A;(0044,000A);0044;000A;LO;Product Lot Identifier
0044000B;(0044,000B);0044;000B;DT;Product Expiration DateTime
00440010;(0044,0010);0044;0010;DT;Substance Administration DateTime
00440011;(0044,0011);0044;0011;LO;Substance Administration Notes
00440012;(0044,0012);0044;0012;LO;Substance Administration Device ID
00440013;(0044,0013);0044;0013;SQ;Product Parameter Sequence
00440019;(0044,0019);0044;0019;SQ;Substance Administration Parameter Sequence
00460012;(0046,0012);0046;0012;LO;Lens Description
00460014;(0046,0014);0046;0014;SQ;Right Lens Sequence
00460015;(0046,0015);0046;0015;SQ;Left Lens Sequence
00460016;(0046,0016);0046;0016;SQ;Unspecified Laterality Lens Sequence
00460018;(0046,0018);0046;0018;SQ;Cylinder Sequence
00460028;(0046,0028);0046;0028;SQ;Prism Sequence
00460030;(0046,0030);0046;0030;FD;Horizontal Prism Power
00460032;(0046,0032);0046;0032;CS;Horizontal Prism Base
00460034;(0046,0034);0046;0034;FD;Vertical Prism Power
00460036;(0046,0036);0046;0036;CS;Vertical Prism Base
00460038;(0046,0038);0046;0038;CS;Lens Segment Type
00460040;(0046,0040);0046;0040;FD;Optical Transmittance
00460042;(0046,0042);0046;0042;FD;Channel Width
00460044;(0046,0044);0046;0044;FD;Pupil Size
00460046;(0046,0046);0046;0046;FD;Corneal Size
00460050;(0046,0050);0046;0050;SQ;Autorefraction Right Eye Sequence
00460052;(0046,0052);0046;0052;SQ;Autorefraction Left Eye Sequence
00460060;(0046,0060);0046;0060;FD;Distance Pupillary Distance
00460062;(0046,0062);0046;0062;FD;Near Pupillary Distance
00460063;(0046,0063);0046;0063;FD;Intermediate Pupillary Distance
00460064;(0046,0064);0046;0064;FD;Other Pupillary Distance
00460070;(0046,0070);0046;0070;SQ;Keratometry Right Eye Sequence
00460071;(0046,0071);0046;0071;SQ;Keratometry Left Eye Sequence
00460074;(0046,0074);0046;0074;SQ;Steep Keratometric Axis Sequence
00460075;(0046,0075);0046;0075;FD;Radius of Curvature
00460076;(0046,0076);0046;0076;FD;Keratometric Power
00460077;(0046,0077);0046;0077;FD;Keratometric Axis
00460080;(0046,0080);0046;0080;SQ;Flat Keratometric Axis Sequence
00460092;(0046,0092);0046;0092;CS;Background Color
00460094;(0046,0094);0046;0094;CS;Optotype
00460095;(0046,0095);0046;0095;CS;Optotype Presentation
00460097;(0046,0097);0046;0097;SQ;Subjective Refraction Right Eye Sequence
00460098;(0046,0098);0046;0098;SQ;Subjective Refraction Left Eye Sequence
00460100;(0046,0100);0046;0100;SQ;Add Near Sequence
00460101;(0046,0101);0046;0101;SQ;Add Intermediate Sequence
00460102;(0046,0102);0046;0102;SQ;Add Other Sequence
00460104;(0046,0104);0046;0104;FD;Add Power
00460106;(0046,0106);0046;0106;FD;Viewing Distance
00460121;(0046,0121);0046;0121;SQ;Visual Acuity Type Code Sequence
00460122;(0046,0122);0046;0122;SQ;Visual Acuity Right Eye Sequence
00460123;(0046,0123);0046;0123;SQ;Visual Acuity Left Eye Sequence
00460124;(0046,0124);0046;0124;SQ;Visual Acuity Both Eyes Open Sequence
00460125;(0046,0125);0046;0125;CS;Viewing Distance Type
00460135;(0046,0135);0046;0135;SS;Visual Acuity Modifiers
00460137;(0046,0137);0046;0137;FD;Decimal Visual Acuity
00460139;(0046,0139);0046;0139;LO;Optotype Detailed Definition
00460145;(0046,0145);0046;0145;SQ;Referenced Refractive Measurements Sequence
00460146;(0046,0146);0046;0146;FD;Sphere Power
00460147;(0046,0147);0046;0147;FD;Cylinder Power
00460201;(0046,0201);0046;0201;CS;Corneal Topography Surface
00460202;(0046,0202);0046;0202;FL;Corneal Vertex Location
00460203;(0046,0203);0046;0203;FL;Pupil Centroid X-Coordinate
00460204;(0046,0204);0046;0204;FL;Pupil Centroid Y-Coordinate
00460205;(0046,0205);0046;0205;FL;Equivalent Pupil Radius
00460207;(0046,0207);0046;0207;SQ;Corneal Topography Map Type Code Sequence
00460208;(0046,0208);0046;0208;IS;Vertices of the Outline of Pupil
00460210;(0046,0210);0046;0210;SQ;Corneal Topography Mapping Normals Sequence
00460211;(0046,0211);0046;0211;SQ;Maximum Corneal Curvature Sequence
00460212;(0046,0212);0046;0212;FL;Maximum Corneal Curvature
00460213;(0046,0213);0046;0213;FL;Maximum Corneal Curvature Location
00460215;(0046,0215);0046;0215;SQ;Minimum Keratometric Sequence
00460218;(0046,0218);0046;0218;SQ;Simulated Keratometric Cylinder Sequence
00460220;(0046,0220);0046;0220;FL;Average Corneal Power
00460224;(0046,0224);0046;0224;FL;Corneal I-S Value
00460227;(0046,0227);0046;0227;FL;Analyzed Area
00460230;(0046,0230);0046;0230;FL;Surface Regularity Index
00460232;(0046,0232);0046;0232;FL;Surface Asymmetry Index
00460234;(0046,0234);0046;0234;FL;Corneal Eccentricity Index
00460236;(0046,0236);0046;0236;FL;Keratoconus Prediction Index
00460238;(0046,0238);0046;0238;FL;Decimal Potential Visual Acuity
00460242;(0046,0242);0046;0242;CS;Corneal Topography Map Quality Evaluation
00460244;(0046,0244);0046;0244;SQ;Source Image Corneal Processed Data Sequence
00460247;(0046,0247);0046;0247;FL;Corneal Point Location
00460248;(0046,0248);0046;0248;CS;Corneal Point Estimated
00460249;(0046,0249);0046;0249;FL;Axial Power
00460250;(0046,0250);0046;0250;FL;Tangential Power
00460251;(0046,0251);0046;0251;FL;Refractive Power
00460252;(0046,0252);0046;0252;FL;Relative Elevation
00460253;(0046,0253);0046;0253;FL;Corneal Wavefront
00480001;(0048,0001);0048;0001;FL;Imaged Volume Width
00480002;(0048,0002);0048;0002;FL;Imaged Volume Height
00480003;(0048,0003);0048;0003;FL;Imaged Volume Depth
00480006;(0048,0006);0048;0006;UL;Total Pixel Matrix Columns
00480007;(0048,0007);0048;0007;UL;Total Pixel Matrix Rows
00480008;(0048,0008);0048;0008;SQ;Total Pixel Matrix Origin Sequence
00480010;(0048,0010);0048;0010;CS;Specimen Label in Image
00480011;(0048,0011);0048;0011;CS;Focus Method
00480012;(0048,0012);0048;0012;CS;Extended Depth of Field
00480013;(0048,0013);0048;0013;US;Number of Focal Planes
00480014;(0048,0014);0048;0014;FL;Distance Between Focal Planes
00480015;(0048,0015);0048;0015;US;Recommended Absent Pixel CIELab Value
00480100;(0048,0100);0048;0100;SQ;Illuminator Type Code Sequence
00480102;(0048,0102);0048;0102;DS;Image Orientation (Slide)
00480105;(0048,0105);0048;0105;SQ;Optical Path Sequence
00480106;(0048,0106);0048;0106;SH;Optical Path Identifier
00480107;(0048,0107);0048;0107;ST;Optical Path Description
00480108;(0048,0108);0048;0108;SQ;Illumination Color Code Sequence
00480110;(0048,0110);0048;0110;SQ;Specimen Reference Sequence
00480111;(0048,0111);0048;0111;DS;Condenser Lens Power
00480112;(0048,0112);0048;0112;DS;Objective Lens Power
00480113;(0048,0113);0048;0113;DS;Objective Lens Numerical Aperture
00480120;(0048,0120);0048;0120;SQ;Palette Color Lookup Table Sequence
00480200;(0048,0200);0048;0200;SQ;Referenced Image Navigation Sequence
00480201;(0048,0201);0048;0201;US;Top Left Hand Corner of Localizer Area
00480202;(0048,0202);0048;0202;US;Bottom Right Hand Corner of Localizer Area
00480207;(0048,0207);0048;0207;SQ;Optical Path Identification Sequence
0048021A;(0048,021A);0048;021A;SQ;Plane Position (Slide) Sequence
0048021E;(0048,021E);0048;021E;SL;Column Position In Total Image Pixel Matrix
0048021F;(0048,021F);0048;021F;SL;Row Position In Total Image Pixel Matrix
00480301;(0048,0301);0048;0301;CS;Pixel Origin Interpretation
00500004;(0050,0004);0050;0004;CS;Calibration Image
00500010;(0050,0010);0050;0010;SQ;Device Sequence
00500012;(0050,0012);0050;0012;SQ;Container Component Type Code Sequence
00500013;(0050,0013);0050;0013;FD;Container Component Thickness
00500014;(0050,0014);0050;0014;DS;Device Length
00500015;(0050,0015);0050;0015;FD;Container Component Width
00500016;(0050,0016);0050;0016;DS;Device Diameter
00500017;(0050,0017);0050;0017;CS;Device Diameter Units
00500018;(0050,0018);0050;0018;DS;Device Volume
00500019;(0050,0019);0050;0019;DS;Inter-Marker Distance
0050001A;(0050,001A);0050;001A;CS;Container Component Material
0050001B;(0050,001B);0050;001B;LO;Container Component ID
0050001C;(0050,001C);0050;001C;FD;Container Component Length
0050001D;(0050,001D);0050;001D;FD;Container Component Diameter
0050001E;(0050,001E);0050;001E;LO;Container Component Description
00500020;(0050,0020);0050;0020;LO;Device Description
00520001;(0052,0001);0052;0001;FL;Contrast/Bolus Ingredient Percent by Volume
00520002;(0052,0002);0052;0002;FD;OCT Focal Distance
00520003;(0052,0003);0052;0003;FD;Beam Spot Size
00520004;(0052,0004);0052;0004;FD;Effective Refractive Index
00520006;(0052,0006);0052;0006;CS;OCT Acquisition Domain
00520007;(0052,0007);0052;0007;FD;OCT Optical Center Wavelength
00520008;(0052,0008);0052;0008;FD;Axial Resolution
00520009;(0052,0009);0052;0009;FD;Ranging Depth
00520011;(0052,0011);0052;0011;FD;A-line Rate
00520012;(0052,0012);0052;0012;US;A-lines Per Frame
00520013;(0052,0013);0052;0013;FD;Catheter Rotational Rate
00520014;(0052,0014);0052;0014;FD;A-line Pixel Spacing
00520016;(0052,0016);0052;0016;SQ;Mode of Percutaneous Access Sequence
00520025;(0052,0025);0052;0025;SQ;Intravascular OCT Frame Type Sequence
00520026;(0052,0026);0052;0026;CS;OCT Z Offset Applied
00520027;(0052,0027);0052;0027;SQ;Intravascular Frame Content Sequence
00520028;(0052,0028);0052;0028;FD;Intravascular Longitudinal Distance
00520029;(0052,0029);0052;0029;SQ;Intravascular OCT Frame Content Sequence
00520030;(0052,0030);0052;0030;SS;OCT Z Offset Correction
00520031;(0052,0031);0052;0031;CS;Catheter Direction of Rotation
00520033;(0052,0033);0052;0033;FD;Seam Line Location
00520034;(0052,0034);0052;0034;FD;First A-line Location
00520036;(0052,0036);0052;0036;US;Seam Line Index
00520038;(0052,0038);0052;0038;US;Number of Padded A-lines
00520039;(0052,0039);0052;0039;CS;Interpolation Type
0052003A;(0052,003A);0052;003A;CS;Refractive Index Applied
00540010;(0054,0010);0054;0010;US;Energy Window Vector
00540011;(0054,0011);0054;0011;US;Number of Energy Windows
00540012;(0054,0012);0054;0012;SQ;Energy Window Information Sequence
00540013;(0054,0013);0054;0013;SQ;Energy Window Range Sequence
00540014;(0054,0014);0054;0014;DS;Energy Window Lower Limit
00540015;(0054,0015);0054;0015;DS;Energy Window Upper Limit
00540016;(0054,0016);0054;0016;SQ;Radiopharmaceutical Information Sequence
00540017;(0054,0017);0054;0017;IS;Residual Syringe Counts
00540018;(0054,0018);0054;0018;SH;Energy Window Name
00540020;(0054,0020);0054;0020;US;Detector Vector
00540021;(0054,0021);0054;0021;US;Number of Detectors
00540022;(0054,0022);0054;0022;SQ;Detector Information Sequence
00540030;(0054,0030);0054;0030;US;Phase Vector
00540031;(0054,0031);0054;0031;US;Number of Phases
00540032;(0054,0032);0054;0032;SQ;Phase Information Sequence
00540033;(0054,0033);0054;0033;US;Number of Frames in Phase
00540036;(0054,0036);0054;0036;IS;Phase Delay
00540038;(0054,0038);0054;0038;IS;Pause Between Frames
00540039;(0054,0039);0054;0039;CS;Phase Description
00540050;(0054,0050);0054;0050;US;Rotation Vector
00540051;(0054,0051);0054;0051;US;Number of Rotations
00540052;(0054,0052);0054;0052;SQ;Rotation Information Sequence
00540053;(0054,0053);0054;0053;US;Number of Frames in Rotation
00540060;(0054,0060);0054;0060;US;R-R Interval Vector
00540061;(0054,0061);0054;0061;US;Number of R-R Intervals
00540062;(0054,0062);0054;0062;SQ;Gated Information Sequence
00540063;(0054,0063);0054;0063;SQ;Data Information Sequence
00540070;(0054,0070);0054;0070;US;Time Slot Vector
00540071;(0054,0071);0054;0071;US;Number of Time Slots
00540072;(0054,0072);0054;0072;SQ;Time Slot Information Sequence
00540073;(0054,0073);0054;0073;DS;Time Slot Time
00540080;(0054,0080);0054;0080;US;Slice Vector
00540081;(0054,0081);0054;0081;US;Number of Slices
00540090;(0054,0090);0054;0090;US;Angular View Vector
00540100;(0054,0100);0054;0100;US;Time Slice Vector
00540101;(0054,0101);0054;0101;US;Number of Time Slices
00540200;(0054,0200);0054;0200;DS;Start Angle
00540202;(0054,0202);0054;0202;CS;Type of Detector Motion
00540210;(0054,0210);0054;0210;IS;Trigger Vector
00540211;(0054,0211);0054;0211;US;Number of Triggers in Phase
00540220;(0054,0220);0054;0220;SQ;View Code Sequence
00540222;(0054,0222);0054;0222;SQ;View Modifier Code Sequence
00540300;(0054,0300);0054;0300;SQ;Radionuclide Code Sequence
00540302;(0054,0302);0054;0302;SQ;Administration Route Code Sequence
00540304;(0054,0304);0054;0304;SQ;Radiopharmaceutical Code Sequence
00540306;(0054,0306);0054;0306;SQ;Calibration Data Sequence
00540308;(0054,0308);0054;0308;US;Energy Window Number
00540400;(0054,0400);0054;0400;SH;Image ID
00540410;(0054,0410);0054;0410;SQ;Patient Orientation Code Sequence
00540412;(0054,0412);0054;0412;SQ;Patient Orientation Modifier Code Sequence
00540414;(0054,0414);0054;0414;SQ;Patient Gantry Relationship Code Sequence
00540500;(0054,0500);0054;0500;CS;Slice Progression Direction
00540501;(0054,0501);0054;0501;CS;Scan Progression Direction
00541000;(0054,1000);0054;1000;CS;Series Type
00541001;(0054,1001);0054;1001;CS;Units
00541002;(0054,1002);0054;1002;CS;Counts Source
00541004;(0054,1004);0054;1004;CS;Reprojection Method
00541006;(0054,1006);0054;1006;CS;SUV Type
00541100;(0054,1100);0054;1100;CS;Randoms Correction Method
00541101;(0054,1101);0054;1101;LO;Attenuation Correction Method
00541102;(0054,1102);0054;1102;CS;Decay Correction
00541103;(0054,1103);0054;1103;LO;Reconstruction Method
00541104;(0054,1104);0054;1104;LO;Detector Lines of Response Used
00541105;(0054,1105);0054;1105;LO;Scatter Correction Method
00541200;(0054,1200);0054;1200;DS;Axial Acceptance
00541201;(0054,1201);0054;1201;IS;Axial Mash
00541202;(0054,1202);0054;1202;IS;Transverse Mash
00541203;(0054,1203);0054;1203;DS;Detector Element Size
00541210;(0054,1210);0054;1210;DS;Coincidence Window Width
00541220;(0054,1220);0054;1220;CS;Secondary Counts Type
00541300;(0054,1300);0054;1300;DS;Frame Reference Time
00541310;(0054,1310);0054;1310;IS;Primary (Prompts) Counts Accumulated
00541311;(0054,1311);0054;1311;IS;Secondary Counts Accumulated
00541320;(0054,1320);0054;1320;DS;Slice Sensitivity Factor
00541321;(0054,1321);0054;1321;DS;Decay Factor
00541322;(0054,1322);0054;1322;DS;Dose Calibration Factor
00541323;(0054,1323);0054;1323;DS;Scatter Fraction Factor
00541324;(0054,1324);0054;1324;DS;Dead Time Factor
00541330;(0054,1330);0054;1330;US;Image Index
00603000;(0060,3000);0060;3000;SQ;Histogram Sequence
00603002;(0060,3002);0060;3002;US;Histogram Number of Bins
00603004;(0060,3004);0060;3004;USorSS;Histogram First Bin Value
00603006;(0060,3006);0060;3006;USorSS;Histogram Last Bin Value
00603008;(0060,3008);0060;3008;US;Histogram Bin Width
